"","Student_id","Responce_Type","Region","Age","Gender","Race","Martial_status","Vape","Cigarette","Alcohol"
"3304",22304,"(1) TABLET:(1)","(3) SOUTH:(3)","(1) UNDER 18:(1)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(1) YES: (1)","(2) YES:(2)"
"3305",20468,"(0) PAPER:(0)","(4) WEST:(4)","(1) UNDER 18:(1)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(0) NO: (0)","(2) YES:(2)"
"3306",22120,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(3) HISPANIC:(3)","(2) ENGAGED:(2)","(1) YES:(1)","(0) NO: (0)","(2) YES:(2)"
"3307",51235,"(1) TABLET:(1)","(3) SOUTH:(3)","(1) UNDER 18:(1)","(1) MALE:(1)",NA,"(4) SINGLE:(4)",NA,"(0) NO: (0)","(1) NO:(1)"
"3308",52509,"(0) PAPER:(0)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(1) BLACK:(1)","(3) SEP/DIV:(3)",NA,"(0) NO: (0)","(2) YES:(2)"
"3309",50628,"(0) PAPER:(0)","(3) SOUTH:(3)","(1) UNDER 18:(1)","(1) MALE:(1)",NA,"(4) SINGLE:(4)",NA,"(0) NO: (0)","(1) NO:(1)"
"3310",42303,"(1) TABLET:(1)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)",NA
"3311",21187,"(0) PAPER:(0)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(1) BLACK:(1)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3312",41358,"(0) PAPER:(0)","(2) MIDWEST:(2)","(1) UNDER 18:(1)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(0) NO: (0)","(2) YES:(2)"
"3313",21731,"(0) PAPER:(0)","(2) MIDWEST:(2)",NA,NA,NA,"(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3314",12555,"(1) TABLET:(1)","(3) SOUTH:(3)","(1) UNDER 18:(1)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(0) NO: (0)",NA
"3315",31697,"(1) TABLET:(1)","(1) NORTHEAST:(1)",NA,NA,NA,NA,NA,NA,NA
"3316",21448,"(1) TABLET:(1)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(0) NO: (0)","(2) YES:(2)"
"3317",60846,"(1) TABLET:(1)","(2) MIDWEST:(2)","(1) UNDER 18:(1)","(2) FEMALE:(2)","(3) HISPANIC:(3)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3318",62253,"(0) PAPER:(0)","(3) SOUTH:(3)","(1) UNDER 18:(1)","(1) MALE:(1)","(2) WHITE:(2)","(3) SEP/DIV:(3)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3319",10421,"(0) PAPER:(0)","(4) WEST:(4)","(2) 18 OR OLDER:(2)","(1) MALE:(1)",NA,"(4) SINGLE:(4)","(1) YES:(1)","(1) YES: (1)",NA
"3320",12544,"(1) TABLET:(1)","(3) SOUTH:(3)","(1) UNDER 18:(1)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)",NA
"3321",20208,"(1) TABLET:(1)","(4) WEST:(4)","(1) UNDER 18:(1)","(1) MALE:(1)",NA,"(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3322",60545,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3323",42139,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(1) YES: (1)","(2) YES:(2)"
"3324",10871,"(0) PAPER:(0)","(2) MIDWEST:(2)","(1) UNDER 18:(1)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)",NA,"(0) NO: (0)",NA
"3325",12071,"(0) PAPER:(0)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(1) BLACK:(1)","(4) SINGLE:(4)","(1) YES:(1)","(0) NO: (0)",NA
"3326",20996,"(0) PAPER:(0)","(2) MIDWEST:(2)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)",NA,"(4) SINGLE:(4)","(1) YES:(1)","(1) YES: (1)","(2) YES:(2)"
"3327",61198,"(1) TABLET:(1)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(1) BLACK:(1)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3328",21088,"(0) PAPER:(0)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(2) YES:(2)"
"3329",31698,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(1) UNDER 18:(1)","(2) FEMALE:(2)",NA,"(4) SINGLE:(4)",NA,"(0) NO: (0)","(1) NO:(1)"
"3330",52333,"(1) TABLET:(1)","(3) SOUTH:(3)","(1) UNDER 18:(1)","(1) MALE:(1)","(3) HISPANIC:(3)","(1) MARRIED:(1)",NA,"(0) NO: (0)","(2) YES:(2)"
"3331",21916,"(0) PAPER:(0)","(4) WEST:(4)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)",NA,"(4) SINGLE:(4)",NA,NA,NA
"3332",10047,"(0) PAPER:(0)","(4) WEST:(4)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(1) YES: (1)",NA
"3333",12053,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(1) YES: (1)",NA
"3334",22114,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(1) UNDER 18:(1)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3335",31751,"(1) TABLET:(1)","(2) MIDWEST:(2)","(1) UNDER 18:(1)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)",NA,"(0) NO: (0)","(2) YES:(2)"
"3336",61101,"(1) TABLET:(1)","(3) SOUTH:(3)","(1) UNDER 18:(1)","(1) MALE:(1)","(1) BLACK:(1)","(4) SINGLE:(4)","(1) YES:(1)","(0) NO: (0)","(2) YES:(2)"
"3337",32534,"(1) TABLET:(1)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)",NA,NA,"(0) NO: (0)","(1) NO:(1)"
"3338",52216,"(0) PAPER:(0)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)",NA,"(0) NO: (0)","(2) YES:(2)"
"3339",60370,"(1) TABLET:(1)","(4) WEST:(4)","(1) UNDER 18:(1)","(2) FEMALE:(2)",NA,"(4) SINGLE:(4)","(0) NO:(0)","(1) YES: (1)","(2) YES:(2)"
"3340",61567,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(1) UNDER 18:(1)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(0) NO: (0)","(2) YES:(2)"
"3341",62098,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3342",50829,"(1) TABLET:(1)","(2) MIDWEST:(2)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(3) HISPANIC:(3)","(4) SINGLE:(4)",NA,"(0) NO: (0)","(1) NO:(1)"
"3343",22516,"(0) PAPER:(0)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(3) HISPANIC:(3)","(4) SINGLE:(4)","(1) YES:(1)","(1) YES: (1)","(2) YES:(2)"
"3344",42338,"(0) PAPER:(0)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(1) YES: (1)","(2) YES:(2)"
"3345",31542,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)",NA,"(0) NO: (0)","(2) YES:(2)"
"3346",11626,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(3) HISPANIC:(3)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)",NA
"3347",51672,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(2) WHITE:(2)","(1) MARRIED:(1)",NA,"(0) NO: (0)","(1) NO:(1)"
"3348",31899,"(0) PAPER:(0)","(4) WEST:(4)","(1) UNDER 18:(1)","(2) FEMALE:(2)","(3) HISPANIC:(3)","(4) SINGLE:(4)",NA,"(0) NO: (0)","(2) YES:(2)"
"3349",10559,"(0) PAPER:(0)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(0) NO: (0)",NA
"3350",42118,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(1) UNDER 18:(1)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3351",30934,"(0) PAPER:(0)","(2) MIDWEST:(2)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)",NA,"(0) NO: (0)","(2) YES:(2)"
"3352",60445,"(0) PAPER:(0)","(4) WEST:(4)","(1) UNDER 18:(1)",NA,NA,"(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(2) YES:(2)"
"3353",12426,"(1) TABLET:(1)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(3) HISPANIC:(3)","(1) MARRIED:(1)","(1) YES:(1)","(1) YES: (1)",NA
"3354",40586,"(0) PAPER:(0)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(1) BLACK:(1)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3355",40341,"(0) PAPER:(0)","(4) WEST:(4)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(3) HISPANIC:(3)","(4) SINGLE:(4)",NA,"(0) NO: (0)",NA
"3356",32255,"(0) PAPER:(0)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)",NA,"(4) SINGLE:(4)",NA,"(0) NO: (0)","(1) NO:(1)"
"3357",61321,"(0) PAPER:(0)","(2) MIDWEST:(2)","(1) UNDER 18:(1)","(2) FEMALE:(2)","(3) HISPANIC:(3)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(2) YES:(2)"
"3358",50849,"(1) TABLET:(1)","(2) MIDWEST:(2)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)",NA,"(0) NO: (0)","(2) YES:(2)"
"3359",60424,"(1) TABLET:(1)","(4) WEST:(4)","(1) UNDER 18:(1)","(1) MALE:(1)","(3) HISPANIC:(3)","(4) SINGLE:(4)","(0) NO:(0)","(1) YES: (1)","(2) YES:(2)"
"3360",40597,"(0) PAPER:(0)","(3) SOUTH:(3)","(1) UNDER 18:(1)","(1) MALE:(1)",NA,"(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3361",51064,"(0) PAPER:(0)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(2) WHITE:(2)","(2) ENGAGED:(2)",NA,"(1) YES: (1)","(2) YES:(2)"
"3362",40749,"(1) TABLET:(1)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)",NA,"(3) SEP/DIV:(3)","(1) YES:(1)","(0) NO: (0)","(2) YES:(2)"
"3363",42028,"(0) PAPER:(0)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(0) NO: (0)","(2) YES:(2)"
"3364",42218,"(0) PAPER:(0)","(1) NORTHEAST:(1)","(1) UNDER 18:(1)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(1) YES: (1)","(2) YES:(2)"
"3365",51471,"(0) PAPER:(0)","(3) SOUTH:(3)","(1) UNDER 18:(1)",NA,NA,"(4) SINGLE:(4)",NA,"(0) NO: (0)","(1) NO:(1)"
"3366",10942,"(0) PAPER:(0)","(2) MIDWEST:(2)",NA,NA,NA,NA,"(1) YES:(1)","(1) YES: (1)",NA
"3367",20002,"(0) PAPER:(0)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(1) YES: (1)","(2) YES:(2)"
"3368",40601,"(0) PAPER:(0)","(3) SOUTH:(3)","(1) UNDER 18:(1)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3369",42337,"(0) PAPER:(0)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(0) NO: (0)","(2) YES:(2)"
"3370",51336,"(0) PAPER:(0)","(2) MIDWEST:(2)","(1) UNDER 18:(1)","(1) MALE:(1)","(2) WHITE:(2)","(1) MARRIED:(1)",NA,"(0) NO: (0)","(2) YES:(2)"
"3371",22195,"(1) TABLET:(1)","(3) SOUTH:(3)","(1) UNDER 18:(1)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3372",11156,"(0) PAPER:(0)","(1) NORTHEAST:(1)","(1) UNDER 18:(1)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(0) NO: (0)",NA
"3373",12565,"(0) PAPER:(0)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(0) NO: (0)",NA
"3374",61813,"(1) TABLET:(1)","(2) MIDWEST:(2)","(1) UNDER 18:(1)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(0) NO: (0)","(2) YES:(2)"
"3375",41539,"(0) PAPER:(0)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(1) BLACK:(1)","(4) SINGLE:(4)","(1) YES:(1)","(0) NO: (0)","(1) NO:(1)"
"3376",60799,"(1) TABLET:(1)","(2) MIDWEST:(2)",NA,NA,NA,NA,NA,NA,NA
"3377",12042,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)",NA
"3378",42601,"(1) TABLET:(1)","(4) WEST:(4)","(2) 18 OR OLDER:(2)","(1) MALE:(1)",NA,"(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3379",42270,"(0) PAPER:(0)","(3) SOUTH:(3)","(1) UNDER 18:(1)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3380",31998,"(0) PAPER:(0)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)",NA,"(0) NO: (0)","(2) YES:(2)"
"3381",61709,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(1) UNDER 18:(1)","(2) FEMALE:(2)",NA,"(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3382",32364,"(1) TABLET:(1)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(3) HISPANIC:(3)","(4) SINGLE:(4)",NA,"(0) NO: (0)","(1) NO:(1)"
"3383",32412,"(1) TABLET:(1)","(3) SOUTH:(3)",NA,NA,NA,NA,NA,NA,NA
"3384",31182,"(0) PAPER:(0)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)",NA,"(0) NO: (0)","(2) YES:(2)"
"3385",31900,"(0) PAPER:(0)","(4) WEST:(4)","(2) 18 OR OLDER:(2)","(1) MALE:(1)",NA,"(4) SINGLE:(4)",NA,"(0) NO: (0)","(1) NO:(1)"
"3386",20952,"(0) PAPER:(0)","(2) MIDWEST:(2)","(1) UNDER 18:(1)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(0) NO: (0)","(2) YES:(2)"
"3387",40074,"(1) TABLET:(1)","(4) WEST:(4)","(1) UNDER 18:(1)","(2) FEMALE:(2)",NA,"(1) MARRIED:(1)","(1) YES:(1)","(1) YES: (1)","(2) YES:(2)"
"3388",12382,"(1) TABLET:(1)","(3) SOUTH:(3)","(1) UNDER 18:(1)","(1) MALE:(1)","(3) HISPANIC:(3)","(4) SINGLE:(4)","(1) YES:(1)","(0) NO: (0)",NA
"3389",30022,"(0) PAPER:(0)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)",NA,"(1) YES: (1)","(2) YES:(2)"
"3390",41391,"(0) PAPER:(0)","(2) MIDWEST:(2)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(1) YES: (1)","(1) NO:(1)"
"3391",60385,"(0) PAPER:(0)","(4) WEST:(4)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(1) YES: (1)","(2) YES:(2)"
"3392",41967,"(0) PAPER:(0)","(4) WEST:(4)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(2) YES:(2)"
"3393",12327,"(0) PAPER:(0)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(3) HISPANIC:(3)","(4) SINGLE:(4)","(0) NO:(0)","(1) YES: (1)",NA
"3394",51763,"(1) TABLET:(1)","(2) MIDWEST:(2)","(2) 18 OR OLDER:(2)","(1) MALE:(1)",NA,"(4) SINGLE:(4)",NA,"(0) NO: (0)","(1) NO:(1)"
"3395",20559,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(1) UNDER 18:(1)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(2) YES:(2)"
"3396",51676,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)",NA,"(0) NO: (0)","(2) YES:(2)"
"3397",20881,"(1) TABLET:(1)","(2) MIDWEST:(2)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3398",30977,"(0) PAPER:(0)","(2) MIDWEST:(2)","(1) UNDER 18:(1)","(1) MALE:(1)","(2) WHITE:(2)",NA,NA,"(0) NO: (0)","(2) YES:(2)"
"3399",41474,"(1) TABLET:(1)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)",NA,"(4) SINGLE:(4)","(1) YES:(1)","(1) YES: (1)","(2) YES:(2)"
"3400",10536,"(0) PAPER:(0)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(1) BLACK:(1)","(2) ENGAGED:(2)","(0) NO:(0)","(0) NO: (0)",NA
"3401",20182,"(1) TABLET:(1)","(4) WEST:(4)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(2) YES:(2)"
"3402",60999,"(0) PAPER:(0)","(2) MIDWEST:(2)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)",NA,"(2) YES:(2)"
"3403",61916,"(0) PAPER:(0)","(4) WEST:(4)","(1) UNDER 18:(1)","(2) FEMALE:(2)",NA,"(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3404",20873,"(1) TABLET:(1)","(2) MIDWEST:(2)","(1) UNDER 18:(1)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(1) YES:(1)","(0) NO: (0)","(1) NO:(1)"
"3405",11731,"(1) TABLET:(1)","(2) MIDWEST:(2)","(2) 18 OR OLDER:(2)","(1) MALE:(1)",NA,"(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)",NA
"3406",20977,"(0) PAPER:(0)","(2) MIDWEST:(2)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(1) BLACK:(1)","(4) SINGLE:(4)",NA,NA,NA
"3407",60648,"(0) PAPER:(0)","(3) SOUTH:(3)","(1) UNDER 18:(1)","(2) FEMALE:(2)","(3) HISPANIC:(3)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3408",51170,"(0) PAPER:(0)","(1) NORTHEAST:(1)","(1) UNDER 18:(1)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)",NA,"(0) NO: (0)","(2) YES:(2)"
"3409",30542,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(1) MALE:(1)",NA,"(2) ENGAGED:(2)",NA,"(0) NO: (0)","(2) YES:(2)"
"3410",11289,"(0) PAPER:(0)","(2) MIDWEST:(2)",NA,NA,NA,NA,NA,"(0) NO: (0)",NA
"3411",30883,"(1) TABLET:(1)","(2) MIDWEST:(2)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)",NA,"(0) NO: (0)","(2) YES:(2)"
"3412",41414,"(1) TABLET:(1)","(2) MIDWEST:(2)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3413",51986,"(0) PAPER:(0)","(1) NORTHEAST:(1)","(1) UNDER 18:(1)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)",NA,"(0) NO: (0)","(2) YES:(2)"
"3414",10057,"(1) TABLET:(1)","(4) WEST:(4)","(1) UNDER 18:(1)","(2) FEMALE:(2)",NA,"(4) SINGLE:(4)","(1) YES:(1)","(1) YES: (1)",NA
"3415",52534,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)",NA,"(0) NO: (0)","(2) YES:(2)"
"3416",61530,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(1) UNDER 18:(1)","(2) FEMALE:(2)","(3) HISPANIC:(3)","(3) SEP/DIV:(3)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3417",30040,"(1) TABLET:(1)","(4) WEST:(4)","(2) 18 OR OLDER:(2)","(1) MALE:(1)","(3) HISPANIC:(3)","(4) SINGLE:(4)",NA,"(1) YES: (1)","(2) YES:(2)"
"3418",32529,"(1) TABLET:(1)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)",NA,"(4) SINGLE:(4)",NA,"(0) NO: (0)","(1) NO:(1)"
"3419",31925,"(1) TABLET:(1)","(4) WEST:(4)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(3) HISPANIC:(3)","(4) SINGLE:(4)",NA,"(0) NO: (0)","(2) YES:(2)"
"3420",41842,"(0) PAPER:(0)","(2) MIDWEST:(2)","(1) UNDER 18:(1)","(1) MALE:(1)",NA,"(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3421",42365,"(0) PAPER:(0)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(3) HISPANIC:(3)","(4) SINGLE:(4)",NA,NA,NA
"3422",10009,"(0) PAPER:(0)","(3) SOUTH:(3)","(1) UNDER 18:(1)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)",NA
"3423",60017,"(0) PAPER:(0)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)",NA,"(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3424",60517,"(1) TABLET:(1)","(1) NORTHEAST:(1)","(1) UNDER 18:(1)","(2) FEMALE:(2)","(1) BLACK:(1)","(3) SEP/DIV:(3)","(1) YES:(1)","(0) NO: (0)","(2) YES:(2)"
"3425",30859,"(1) TABLET:(1)","(2) MIDWEST:(2)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(3) HISPANIC:(3)","(4) SINGLE:(4)",NA,"(0) NO: (0)","(1) NO:(1)"
"3426",61991,"(0) PAPER:(0)","(1) NORTHEAST:(1)",NA,NA,NA,NA,"(1) YES:(1)","(0) NO: (0)","(2) YES:(2)"
"3427",62006,"(0) PAPER:(0)","(1) NORTHEAST:(1)","(2) 18 OR OLDER:(2)","(1) MALE:(1)",NA,"(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(2) YES:(2)"
"3428",21250,"(1) TABLET:(1)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(2) WHITE:(2)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(1) NO:(1)"
"3429",10604,"(0) PAPER:(0)","(3) SOUTH:(3)","(2) 18 OR OLDER:(2)","(2) FEMALE:(2)","(3) HISPANIC:(3)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)",NA
"3430",22424,"(1) TABLET:(1)","(3) SOUTH:(3)","(1) UNDER 18:(1)","(1) MALE:(1)","(3) HISPANIC:(3)","(4) SINGLE:(4)","(0) NO:(0)","(0) NO: (0)","(2) YES:(2)"
